0146087683,,2500,315,0
0152248417,,2700,420,0
0156484828,,2395,105,0
0145872065,,2408,315,0
0154717474,,2405,315,0
0137479183,,2938,105,0
0158928241,,2646,0,0
0153807472,,4280,420,0
0155826886,,1947,315,0
0157466883,,2534,0,0
0144539756,,2186,0,0
0126747311,,1521,420,0
0158768467,,2147,0,0
0136777711,,2474,420,0
0137868691,,2451,105,0
0137286777,,2886,420,0
0158136639,,1135,0,0
0163514018,,3437,105,0
0158989096,,2103,0,0
0166675749,,1739,105,0
0153789312,,1783,105,0
0154797219,,1654,0,0
0135697633,,1732,0,0
0152689268,,1571,0,0
0166019731,,672,0,0
0165564246,,2288,0,0
0153325626,,2928,0,0
0153170373,,2231,0,0
0154712077,,1008,315,0
0157117642,,2791,420,0
0138540845,,3621,0,0
0135227134,,3139,0,0
0139279615,,1720,315,0
0154557126,,1779,0,0
0123744925,,1779,315,0
0145214128,,2025,105,0
0133195106,,2626,420,0
0137440457,,3463,420,0
0155805988,,559,105,0
0158466670,,2511,0,0
0136903259,,2162,315,0
0165464311,,3009,0,0
0145184285,,2235,420,0
0158053557,,3188,105,0
0155876409,,903,420,0
0125967742,,1965,420,0
0153777230,,3775,420,0
0153973179,,2818,0,0
0158803527,,2746,315,0
0157899388,,2524,105,0
0126702743,,2115,105,0
0156874150,,2770,420,0
0163213842,,2605,0,0
0163240988,,1810,420,0
0125009579,,1766,0,0
0152466470,,1165,0,0
0125211558,,1716,315,0
0164751446,,539,105,0
0144052505,,2678,0,0
0165483257,,1382,0,0
0133899939,,2511,315,0
0144523840,,3454,0,0
0163984589,,3471,0,0
0163418474,,2155,105,0
0126666677,,3395,315,0
0153081504,,1638,315,0
0137768804,,3001,0,0
0167370690,,4327,105,0
0166556950,,5123,0,0
0135453137,,3209,315,0
0163757909,,3073,315,0
0152319392,,1485,0,0
0110929330,,2605,0,0
0164707837,,1613,0,0
0139812180,,2651,105,0
0163712269,,2978,315,0
0154780366,,3786,105,0
0165676288,,2561,315,0
0165196385,,2924,105,0
0123699204,,674,420,1
0139776373,,879,315,0
0165693289,,3535,315,0
0163448378,,1797,0,0
0137887048,,2529,0,0
0145655345,,1807,420,0
0139469948,,1739,0,0
0164280864,,1514,0,0
0139897944,,1534,105,0
0152588823,,1599,0,0
0155816097,,1072,315,0
0152360109,,3587,315,0
0152122120,,3356,420,0
0138832232,,1888,315,0
0143122484,,1523,420,0
0158976091,,2712,0,0
0146315925,,1387,105,0
0158398430,,1594,0,0
0165457680,,2576,315,0
0135173874,,2018,315,0
0139205445,,3391,105,0
